,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
183,20190226,20190226130003450,20190226130029126,20190226130029142,20190226130029143,2011,11,14077690,958,102,14077688,9282657,4.28,1054,F,20190226130003450
184,20190226,20190226130003500,20190226130029283,20190226130029296,20190226130029296,2011,11,14079219,958,102,0,12863069,0.0,18000,4,20190226130003500
185,20190226,20190226130003510,20190226130029294,20190226130029303,20190226130029304,2011,11,14079349,958,102,6421563,0,0.0,3500,4,20190226130003510
186,20190226,20190226130003540,20190226130029387,20190226130029404,20190226130029405,2011,11,14079833,958,102,14060668,14079832,4.27,500,F,20190226130003540
187,20190226,20190226130003580,20190226130029488,20190226130029508,20190226130029514,2011,11,14080606,958,102,14080449,0,0.0,3600,4,20190226130003580
188,20190226,20190226130003680,20190226130029740,20190226130029748,20190226130029748,2011,11,14082516,958,102,13640792,0,0.0,1100,4,20190226130003680
189,20190226,20190226130003680,20190226130029742,20190226130029752,20190226130029752,2011,11,14082625,958,102,14082624,9282657,4.28,946,F,20190226130003680
190,20190226,20190226130003680,20190226130029742,20190226130029752,20190226130029752,2011,11,14082626,958,102,14082624,9299612,4.28,1000,F,20190226130003680
191,20190226,20190226130003680,20190226130029742,20190226130029752,20190226130029752,2011,11,14082627,958,102,14082624,9491713,4.28,1000,F,20190226130003680
192,20190226,20190226130003680,20190226130029742,20190226130029752,20190226130029752,2011,11,14082628,958,102,14082624,9755841,4.28,500,F,20190226130003680
193,20190226,20190226130003680,20190226130029742,20190226130029752,20190226130029752,2011,11,14082629,958,102,14082624,10001658,4.28,300,F,20190226130003680
194,20190226,20190226130003680,20190226130029742,20190226130029752,20190226130029752,2011,11,14082630,958,102,14082624,10143872,4.28,1800,F,20190226130003680
195,20190226,20190226130003680,20190226130029742,20190226130029752,20190226130029752,2011,11,14082631,958,102,14082624,10190515,4.28,1800,F,20190226130003680
